Number,Name,Address,Zipcode,City,State,PhoneType,QualityScore,Date,Notes,Provider,SICCode,SICDesc
4152091499,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,94945-5009,NOVATO,CA,BUSINESS,LOW,,IsMailable,FRONTIER CALIFORNIA,,
3102083011,JON D VOGEL,1059 GAYLEY AVE,90024-3401,LOS ANGELES,CA,RESIDENTIAL,HIGH,2013-12-02,"IsMailable,IsConnected,IsPorted",TIME WARNER CABLE CA,80420000,OFFICES AND CLINICS OF OPTOMETRISTS
4108032211,MOORKATH UNNI MD PHYSICIANS SURGEONS,602 S ATWOOD RD STE 207B,21014-4329,BEL AIR,MD,BUSINESS,HIGH,,"IsMailable,IsConnected",VERIZON MARYLAND INC,"80110000,80310000,80110102","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,ENDOCRINOLOGIST"
3028312226,UNIVERSITY OF DELEWARE,162 THE GRN RM 104,19716-0099,NEWARK,DE,BUSINESS,LOW,2017-12-26,"IsMailable,IsPorted",US LEC OF PA,,
7865962000,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,33176-2118,MIAMI,FL,BUSINESS,LOW,2017-03-30,"IsMailable,IsPorted",INTERMEDIA COMM - FL,,
2124236427,NYC M HHC,,,,,RESIDENTIAL,MED,,IsConnected,VERIZON NEW YORK INC,,
2629282570,HENDRIKUS KROWER,725 AMERICAN AVE,53188-5031,WAUKESHA,WI,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",AMERITECH WISCONSIN,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
2058248000,RADIO SHACK ELECTRONIC EQUIPMENT SUPPLIES,2204 LAKESHORE DR STE 120,35209-6731,BIRMINGHAM,AL,BUSINESS,HIGH,2019-11-21,"IsMailable,IsConnected,IsPorted","ONVOY, LLC - AL",,
7877661087,ALEGRE MANUEL,1012 CALLE 42 SE,00921-2720,SAN JUAN,PR,BUSINESS,HIGH,,"IsMailable,IsConnected",PUERTO RICO TEL CO,,
6238157800,PHOENIX MEDICAL GROUP PC CLINICS MEDICAL,9171 W THUNDERBIRD RD STE 101,85381-4872,PEORIA,AZ,BUSINESS,HIGH,2020-01-21,"IsMailable,IsConnected,IsPorted",COMCAST PHONE - AZ,"80110000,80110400,80310000,81110000","OFFICES AND CLINICS OF MEDICAL DOCTORS,PSYCHIATRISTS AND PSYCHOANALYSTS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,LEGAL SERVICES"
5165623840,NORTHWELLHEALTH,,,,,BUSINESS,MED,2018-10-27,"IsConnected,IsPorted",CABLEVSN LGHTPATH NY,,
9199087040,DOMINIKA JAMES,519 VALLEY MEDE DR,27713-7442,DURHAM,NC,RESIDENTIAL,HIGH,2014-05-16,"IsMailable,IsConnected,IsPorted",TIME WARNER CABLE NC,,
8606325570,CROMWELL FAMILY PRACTICE MH PRIMARY CARE,80 SHUNPIKE RD UNIT 301,06416-4402,CROMWELL,CT,BUSINESS,HIGH,2015-04-08,"IsMailable,IsConnected,IsPorted",PAETEC COMM - CT,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
6828851024,LISA HERRIN,712 7TH AVE,76104-2703,FORT WORTH,TX,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",SOUTHWESTERN BELL,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
6084173000,MERITER CLINICS MONONA,6408 COPPS AVE,53716-3702,MONONA,WI,BUSINESS,HIGH,2007-04-09,"IsMailable,IsConnected,IsPorted",CENTURYTEL ACQ - WI,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
3306704111,KURTIS N STEMPLE MD  PHYSICIANS GENERAL,72 5TH ST SE,44203-4201,BARBERTON,OH,BUSINESS,LOW,2019-10-09,"IsMailable,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - OH,80490000,OFFICES OF HEALTH PRACTITIONER
8054966051,K RICHARD,227 W JANSS RD,91360-1848,THOUSAND OAKS,CA,RESIDENTIAL,MED,2018-12-01,"IsMailable,IsConnected,IsPorted",PEERLESS NTWK - CA,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
7249384495,CALIFORNIA UNIVERSITY OF PA,250 UNIVERSITY AVE,15419-1341,CALIFORNIA,PA,,LOW,2018-01-08,"IsMailable,IsPorted,IsPossibleDisconnected,IsPossiblePortableVOIP,INF",LEVEL 3 COMM - PA,,
7134867500,MILAN SEN,6414 FANNIN ST,77030-1517,HOUSTON,TX,RESIDENTIAL,HIGH,2018-01-05,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,"80110000,82210000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,COLLEGES AND UNIVERSITIES,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
3192218444,MERCYCARE COMMUNITY PHYSICIANS MERCYCARE NORTH,5264 COUNCIL ST NE,52402-2471,CEDAR RAPIDS,IA,BUSINESS,LOW,,"IsMailable,IsPossibleDisconnected,INF",QWEST CORPORATION,80310000,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS
8608236395,THE WILLIAM W BACKUS HOSPITAL,,06360,NORWICH,CT,BUSINESS,LOW,,,FRONTIER COMM - CT,,
6103135673,None,None,None,None,None,None,None,,IsUnknownContact,VERIZON PENNSYLVANIA,None,None
7185856788,NEIGHBORHOOD & FAMILY,324 E 149TH ST,10451-5602,BRONX,NY,BUSINESS,LOW,,IsMailable,VERIZON NEW YORK INC,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9196132243,NANCY B ALLEN,,27713,DURHAM,NC,RESIDENTIAL,MED,2013-12-13,"IsConnected,IsPorted",FRONTIER COMM AM-NC,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
4027179500,CHI HEALTH MD,8248 S 96TH ST,68128-3126,LA VISTA,NE,BUSINESS,LOW,2012-09-10,"IsMailable,IsPorted",COX NE TELCOM,"80110000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES OF HEALTH PRACTITIONER"
6176439718,MASS GEN HOSP,,,,,BUSINESS,MED,2017-09-06,"IsConnected,IsPorted","TC SYSTEMS, INC.",,
2029944137,GWU,,20036,WASHINGTON,DC,BUSINESS,LOW,2018-03-20,"IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - MD,,
7035230611,KRISHNA PATEL NPC HEALTH SERVICES,2300 OPITZ BLVD,22191-3311,WOODBRIDGE,VA,BUSINESS,HIGH,,"IsMailable,IsConnected",COX VA TELCOM,,
2486616425,MAPLEGROVE ALCOHOLISM CHEMICAL DEPENDENCY,6773 W MAPLE RD,48322-3013,WEST BLOOMFIELD,MI,BUSINESS,LOW,2018-01-18,"IsMailable,IsPorted",WEST TELECOM SVC-MI,,
2293128800,EDWIN E FLOURNOY,2336 DAWSON RD,31707-2800,ALBANY,GA,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",BELLSOUTH SO BELL,"80110000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES OF HEALTH PRACTITIONER"
9704240762,AMANDA MCSWEENEY,6252 MAIN ST,48725-9456,CASEVILLE,MI,RESIDENTIAL,LOW,2014-05-22,"IsMailable,IsPorted,IsPossibleDisconnected,INF",BRESNAN BROADBAND CO,,
2814986100,ANA R LEHMANN MD PHYSICIANS SURGEONS,12667 BISSONNET ST,77099-1331,HOUSTON,TX,BUSINESS,HIGH,2013-10-04,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,63210100,ACCIDENT AND HEALTH INSURANCE CARRIERS
8085224512,YVONNE KWAN,,96813,HONOLULU,HI,RESIDENTIAL,HIGH,,IsConnected,HAWAIIAN TELECOM-HI,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8007626161,VCU HEALTH SYSTEM PATIENT ACCESS LINE HOSPITALS,,23220,RICHMOND,VA,BUSINESS,HIGH,,"IsConnected,IsTollFreeNumber",Service Management System (SMS/800),"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
6508532977,HUGO YANG,795 EL CAMINO REAL,94301-2302,PALO ALTO,CA,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",PACIFIC BELL,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
7406878101,FAIRFIELD MEDICAL CENTER,401 N EWING ST,43130-3372,LANCASTER,OH,BUSINESS,LOW,,IsMailable,AMERITECH OHIO,,
2154566032,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK RD,19141-3018,PHILADELPHIA,PA,BUSINESS,LOW,,IsMailable,VERIZON PENNSYLVANIA,80620000,GENERAL MEDICAL AND SURGICAL HOSPITALS
